interaction_id,merchant_id,date,category,issue,channel,resolution_status,resolution_time_days
INT111911,BPM102233,2025-04-14,Technical,App Crash,Phone,Resolved,2.0
INT124207,BPM102233,2025-05-19,Financial,Settlement Delay,In-App,Resolved,5.0
INT253154,BPM102233,2025-02-19,Account,KYC Verification,In-App,Pending,11.0
INT163810,BPM102235,2025-05-05,Product,New Product Inquiry,Email,Resolved,1.0
INT149826,BPM102235,2025-05-03,Technical,Payment Failed,WhatsApp,Resolved,2.0
INT253567,BPM102236,2024-12-24,Financial,Refund Request,WhatsApp,Customer Dropout,
INT936551,BPM102236,2025-01-08,Financial,Refund Request,Field Agent,Resolved,0.0
INT975382,BPM102236,2024-12-28,Technical,Payment Failed,Email,Pending,15.0
INT803017,BPM102236,2025-01-10,Technical,Payment Failed,WhatsApp,Customer Dropout,
INT404122,BPM102238,2025-02-23,Financial,Transaction Dispute,Phone,Resolved,1.0
INT282202,BPM102238,2025-02-22,Financial,Loan Inquiry,In-App,Resolved,5.0
INT674091,BPM102238,2025-02-20,Product,New Product Inquiry,WhatsApp,Resolved,0.0
INT510972,BPM102239,2025-05-09,Product,Device Replacement,In-App,Resolved,0.0
INT780792,BPM102239,2025-04-28,Account,Password Reset,WhatsApp,Escalated,13.0
INT254103,BPM102239,2025-03-15,Product,Device Replacement,Field Agent,Resolved,1.0
INT807030,BPM102240,2025-04-05,Product,New Product Inquiry,Field Agent,Pending,12.0
INT203286,BPM102241,2025-03-12,Account,KYC Verification,In-App,Resolved,3.0
INT387074,BPM102241,2025-05-17,Technical,App Crash,In-App,Resolved,0.0
INT885468,BPM102241,2025-03-11,Technical,Login Issues,Email,Resolved,4.0
INT508627,BPM102242,2025-05-03,Account,Account Update,Phone,Resolved,0.0
INT637868,BPM102242,2025-05-11,Financial,Transaction Dispute,WhatsApp,Pending,8.0
INT942744,BPM102242,2025-04-25,Product,New Product Inquiry,Phone,Resolved,3.0
INT870477,BPM102242,2025-03-13,Account,KYC Verification,In-App,Pending,14.0
INT330482,BPM102243,2025-04-09,Technical,Soundbox Issues,In-App,Resolved,1.0
INT625453,BPM102244,2025-04-16,Product,Pricing Query,Field Agent,Resolved,5.0
INT126226,BPM102244,2025-03-11,Technical,Payment Failed,WhatsApp,Resolved,3.0
INT938296,BPM102244,2025-05-01,Account,KYC Verification,Email,Resolved,3.0
INT103063,BPM102246,2025-05-09,Financial,Transaction Dispute,In-App,Resolved,3.0
INT678326,BPM102247,2025-05-12,Financial,Settlement Delay,Email,Pending,9.0
INT451284,BPM102248,2025-03-26,Technical,Soundbox Issues,In-App,Escalated,11.0
INT924587,BPM102249,2025-04-16,Product,Device Replacement,Phone,Pending,15.0
INT165266,BPM102249,2025-03-05,Product,Pricing Query,WhatsApp,Resolved,1.0
INT260560,BPM102250,2025-03-17,Product,Feature Request,Email,Pending,6.0
INT133537,BPM102250,2025-03-26,Account,Account Update,WhatsApp,Escalated,19.0
INT620538,BPM102250,2025-04-24,Product,Feature Request,In-App,Escalated,12.0
INT135369,BPM102251,2025-05-02,Product,New Product Inquiry,In-App,Escalated,18.0
INT783258,BPM102252,2025-03-01,Technical,App Crash,WhatsApp,Resolved,0.0
INT205317,BPM102253,2025-05-14,Product,Device Replacement,Field Agent,Resolved,0.0
INT489979,BPM102253,2025-03-26,Product,Feature Request,Field Agent,Pending,10.0
INT960717,BPM102253,2025-04-13,Financial,Transaction Dispute,Field Agent,Customer Dropout,
INT864180,BPM102253,2025-05-05,Product,Pricing Query,WhatsApp,Resolved,4.0
INT924328,BPM102254,2025-04-02,Account,Password Reset,In-App,Resolved,4.0
INT727378,BPM102254,2025-03-17,Account,Account Update,In-App,Resolved,1.0
INT990676,BPM102255,2025-03-31,Financial,Settlement Delay,In-App,Resolved,2.0
INT381156,BPM102255,2025-04-25,Technical,Login Issues,Field Agent,Pending,5.0
INT949651,BPM102256,2025-03-04,Account,Account Update,In-App,Resolved,1.0
INT220534,BPM102256,2025-04-07,Financial,Refund Request,Phone,Pending,8.0
INT813085,BPM102256,2025-04-24,Account,Account Update,Field Agent,Escalated,20.0
INT706509,BPM102257,2025-04-14,Financial,Refund Request,WhatsApp,Resolved,0.0
INT360514,BPM102258,2025-03-02,Account,Bank Account Change,Phone,Customer Dropout,
INT354598,BPM102261,2025-04-01,Account,Password Reset,WhatsApp,Escalated,10.0
INT982957,BPM102261,2025-04-30,Product,Feature Request,In-App,Resolved,1.0
INT512622,BPM102261,2025-05-04,Financial,Refund Request,Email,Resolved,5.0
INT347587,BPM102262,2025-03-14,Technical,Payment Failed,Phone,Resolved,2.0
INT364876,BPM102263,2025-02-24,Product,New Product Inquiry,Phone,Customer Dropout,
INT632788,BPM102263,2025-03-14,Financial,Transaction Dispute,Email,Resolved,0.0
INT357107,BPM102263,2025-02-26,Financial,Transaction Dispute,In-App,Pending,15.0
INT923638,BPM102263,2025-02-28,Technical,Payment Failed,Field Agent,Customer Dropout,
INT748030,BPM102263,2025-03-20,Financial,Settlement Delay,Field Agent,Resolved,2.0
INT262335,BPM102264,2025-05-10,Product,Feature Request,In-App,Resolved,4.0
INT410700,BPM102264,2025-05-18,Product,Device Replacement,Email,Pending,13.0
INT431199,BPM102264,2025-03-13,Technical,Payment Failed,Field Agent,Escalated,7.0
INT368382,BPM102265,2025-04-30,Product,Device Replacement,Email,Resolved,5.0
INT828179,BPM102265,2025-05-11,Account,Bank Account Change,WhatsApp,Resolved,0.0
INT584935,BPM102265,2025-04-02,Financial,Refund Request,In-App,Escalated,13.0
INT736204,BPM102266,2025-02-23,Account,KYC Verification,Field Agent,Resolved,3.0
INT598265,BPM102266,2025-04-23,Account,KYC Verification,In-App,Resolved,4.0
INT681748,BPM102267,2025-05-08,Product,Device Replacement,In-App,Resolved,5.0
INT876074,BPM102267,2025-05-15,Product,Feature Request,In-App,Resolved,1.0
INT811554,BPM102267,2025-04-03,Account,KYC Verification,Email,Escalated,11.0
INT815046,BPM102268,2025-04-19,Financial,Loan Inquiry,In-App,Resolved,4.0
INT807958,BPM102269,2025-02-24,Financial,Refund Request,Field Agent,Resolved,3.0
INT335972,BPM102270,2025-05-11,Account,Account Update,Phone,Resolved,2.0
INT957472,BPM102271,2025-03-24,Account,Account Update,Email,Resolved,4.0
INT261955,BPM102271,2025-03-10,Account,Account Update,Field Agent,Escalated,16.0
INT937263,BPM102271,2025-03-04,Product,New Product Inquiry,WhatsApp,Resolved,5.0
INT356835,BPM102272,2025-04-27,Financial,Settlement Delay,In-App,Escalated,10.0
INT560933,BPM102272,2025-03-12,Technical,Payment Failed,WhatsApp,Resolved,0.0
INT341161,BPM102273,2025-02-25,Technical,Soundbox Issues,Phone,Resolved,1.0
INT200272,BPM102276,2025-05-09,Financial,Transaction Dispute,In-App,Resolved,3.0
INT933102,BPM102277,2025-03-22,Product,New Product Inquiry,WhatsApp,Resolved,1.0
INT693168,BPM102277,2025-03-20,Product,New Product Inquiry,WhatsApp,Escalated,12.0
INT794639,BPM102277,2025-03-07,Technical,Payment Failed,Phone,Resolved,2.0
INT754123,BPM102278,2025-05-01,Financial,Settlement Delay,In-App,Resolved,4.0
INT850852,BPM102278,2025-03-30,Product,Pricing Query,Email,Resolved,1.0
INT841497,BPM102280,2025-04-23,Product,Feature Request,Field Agent,Resolved,2.0
INT134262,BPM102280,2025-04-08,Product,Device Replacement,Phone,Resolved,3.0
INT266467,BPM102280,2025-03-22,Product,Device Replacement,WhatsApp,Resolved,2.0
INT980007,BPM102281,2025-04-14,Financial,Loan Inquiry,Field Agent,Resolved,4.0
INT154696,BPM102281,2025-03-09,Technical,App Crash,Phone,Resolved,1.0
INT760518,BPM102281,2025-03-17,Account,Account Update,Field Agent,Resolved,0.0
INT648726,BPM102282,2025-03-14,Technical,Login Issues,Email,Resolved,2.0
INT729405,BPM102282,2025-03-24,Account,Bank Account Change,Field Agent,Resolved,0.0
INT140904,BPM102283,2025-03-29,Product,Pricing Query,Phone,Resolved,1.0
INT137636,BPM102283,2025-04-21,Account,KYC Verification,Phone,Resolved,2.0
INT999122,BPM102283,2025-04-07,Product,New Product Inquiry,Phone,Resolved,3.0
INT503768,BPM102285,2025-02-28,Product,New Product Inquiry,Phone,Resolved,5.0
INT202500,BPM102286,2025-04-04,Product,Pricing Query,In-App,Resolved,5.0
INT395971,BPM102287,2025-02-19,Financial,Settlement Delay,Phone,Pending,6.0
INT304521,BPM102287,2025-03-09,Financial,Refund Request,Email,Resolved,1.0
INT281997,BPM102288,2025-02-26,Account,Password Reset,WhatsApp,Resolved,0.0
INT591662,BPM102288,2025-04-10,Account,Bank Account Change,In-App,Escalated,16.0
INT502472,BPM102288,2025-03-27,Technical,Soundbox Issues,Email,Pending,10.0
INT227581,BPM102290,2025-04-27,Technical,QR Code Not Working,In-App,Resolved,5.0
INT209712,BPM102290,2025-03-25,Technical,App Crash,In-App,Pending,10.0
INT356309,BPM102290,2025-04-16,Product,Feature Request,WhatsApp,Resolved,4.0
INT199238,BPM102291,2025-05-01,Technical,Soundbox Issues,In-App,Resolved,0.0
INT968864,BPM102291,2025-05-17,Financial,Transaction Dispute,Phone,Resolved,1.0
INT551246,BPM102292,2025-03-17,Account,Bank Account Change,Field Agent,Pending,8.0
INT720602,BPM102292,2025-04-12,Account,Account Update,Email,Escalated,17.0
INT228025,BPM102293,2025-04-02,Financial,Refund Request,Phone,Resolved,5.0
INT367460,BPM102294,2025-02-18,Account,KYC Verification,Phone,Resolved,2.0
INT982944,BPM102294,2025-04-02,Financial,Refund Request,Phone,Pending,8.0
INT624653,BPM102294,2025-03-10,Product,Device Replacement,In-App,Resolved,4.0
INT737774,BPM102296,2025-02-22,Technical,Soundbox Issues,In-App,Resolved,2.0
INT126456,BPM102296,2025-05-17,Technical,App Crash,Email,Escalated,20.0
INT630523,BPM102297,2024-12-29,Financial,Loan Inquiry,WhatsApp,Escalated,15.0
INT793374,BPM102297,2025-01-10,Technical,Login Issues,Email,Customer Dropout,
INT856134,BPM102300,2025-03-27,Account,Password Reset,In-App,Resolved,4.0
INT610380,BPM102304,2025-05-02,Technical,Payment Failed,Email,Pending,15.0
INT233909,BPM102305,2025-03-13,Technical,Login Issues,Field Agent,Resolved,2.0
INT199969,BPM102306,2025-02-16,Account,Password Reset,In-App,Customer Dropout,
INT407238,BPM102306,2025-02-22,Account,Password Reset,WhatsApp,Pending,8.0
INT671910,BPM102306,2025-02-07,Financial,Refund Request,WhatsApp,Pending,4.0
INT487580,BPM102306,2025-02-03,Account,Account Update,WhatsApp,Resolved,3.0
INT183056,BPM102307,2025-04-28,Account,KYC Verification,Email,Resolved,3.0
INT497849,BPM102307,2025-04-09,Account,KYC Verification,Email,Resolved,0.0
INT682748,BPM102309,2025-04-24,Account,Bank Account Change,Email,Customer Dropout,
INT376247,BPM102309,2025-03-03,Product,Device Replacement,Phone,Pending,8.0
INT802451,BPM102309,2025-03-17,Financial,Refund Request,Email,Resolved,2.0
INT760285,BPM102309,2025-05-16,Product,Feature Request,Email,Resolved,0.0
INT519418,BPM102313,2025-03-23,Product,New Product Inquiry,Phone,Resolved,0.0
INT133849,BPM102313,2025-04-03,Financial,Transaction Dispute,Field Agent,Customer Dropout,
INT853895,BPM102313,2025-03-07,Financial,Loan Inquiry,Phone,Pending,15.0
INT882806,BPM102313,2025-03-19,Account,Account Update,Email,Resolved,2.0
INT442614,BPM102313,2025-03-31,Account,Password Reset,Field Agent,Resolved,4.0
INT727580,BPM102314,2025-04-17,Account,Password Reset,Field Agent,Resolved,3.0
INT376532,BPM102315,2025-02-25,Financial,Refund Request,Email,Resolved,1.0
INT405978,BPM102315,2025-04-18,Financial,Settlement Delay,In-App,Resolved,1.0
INT204256,BPM102315,2025-04-07,Account,Password Reset,Email,Escalated,11.0
INT486875,BPM102316,2025-04-26,Financial,Transaction Dispute,Phone,Resolved,2.0
INT779534,BPM102317,2025-02-21,Financial,Loan Inquiry,Phone,Resolved,3.0
INT338562,BPM102317,2025-03-13,Technical,Soundbox Issues,WhatsApp,Resolved,3.0
INT502162,BPM102318,2025-03-15,Account,Password Reset,Email,Resolved,5.0
INT591459,BPM102318,2025-04-18,Financial,Transaction Dispute,In-App,Resolved,4.0
INT298850,BPM102318,2025-04-16,Product,Pricing Query,Email,Resolved,0.0
INT674916,BPM102319,2025-03-29,Account,KYC Verification,Phone,Resolved,0.0
INT586153,BPM102320,2025-05-16,Financial,Loan Inquiry,Email,Resolved,1.0
INT946760,BPM102320,2025-04-30,Account,Password Reset,Email,Resolved,0.0
INT500205,BPM102320,2025-05-19,Account,Account Update,WhatsApp,Resolved,5.0
INT707934,BPM102320,2025-05-05,Account,Password Reset,WhatsApp,Customer Dropout,
INT607773,BPM102321,2025-03-19,Technical,Soundbox Issues,Field Agent,Resolved,2.0
INT763012,BPM102322,2025-05-05,Product,New Product Inquiry,Phone,Resolved,0.0
INT354932,BPM102322,2025-04-10,Financial,Refund Request,WhatsApp,Resolved,2.0
INT378540,BPM102322,2025-03-09,Financial,Loan Inquiry,In-App,Resolved,0.0
INT675930,BPM102323,2025-05-01,Technical,Payment Failed,Email,Pending,14.0
INT638525,BPM102323,2025-02-26,Product,Pricing Query,Field Agent,Resolved,1.0
INT359894,BPM102323,2025-05-12,Account,Account Update,Email,Pending,4.0
INT730943,BPM102324,2025-04-20,Product,Pricing Query,Field Agent,Resolved,0.0
INT184472,BPM102324,2025-03-01,Account,Bank Account Change,Email,Resolved,2.0
INT308410,BPM102324,2025-02-23,Account,KYC Verification,WhatsApp,Pending,5.0
INT269002,BPM102325,2025-04-06,Account,Password Reset,WhatsApp,Resolved,3.0
INT870531,BPM102325,2025-04-04,Product,Device Replacement,In-App,Resolved,5.0
INT802768,BPM102325,2025-04-11,Technical,Soundbox Issues,Phone,Pending,13.0
INT586377,BPM102325,2025-03-05,Account,Password Reset,In-App,Resolved,4.0
INT170134,BPM102326,2025-02-18,Technical,App Crash,Phone,Resolved,3.0
INT166216,BPM102327,2025-05-08,Technical,Payment Failed,Field Agent,Resolved,5.0
INT651384,BPM102327,2025-03-13,Account,Bank Account Change,WhatsApp,Resolved,4.0
INT149180,BPM102329,2025-04-15,Product,Pricing Query,WhatsApp,Resolved,5.0
INT801422,BPM102329,2025-05-05,Product,Feature Request,Field Agent,Resolved,1.0
INT594645,BPM102329,2025-03-17,Product,New Product Inquiry,In-App,Resolved,1.0
INT611794,BPM102330,2025-04-16,Technical,QR Code Not Working,In-App,Resolved,1.0
INT729890,BPM102330,2025-05-15,Product,Device Replacement,Phone,Resolved,2.0
INT958119,BPM102331,2025-03-10,Account,Account Update,Phone,Resolved,2.0
INT578206,BPM102332,2025-02-21,Account,Account Update,WhatsApp,Resolved,3.0
INT754027,BPM102332,2025-05-09,Product,Pricing Query,In-App,Resolved,3.0
INT416567,BPM102334,2025-04-26,Financial,Refund Request,Field Agent,Resolved,1.0
INT594846,BPM102334,2025-04-19,Product,New Product Inquiry,Phone,Resolved,3.0
INT355120,BPM102335,2025-03-18,Account,Bank Account Change,Phone,Resolved,2.0
INT142087,BPM102337,2025-03-08,Technical,Login Issues,Email,Resolved,4.0
INT186785,BPM102337,2025-05-04,Technical,QR Code Not Working,Field Agent,Escalated,10.0
INT942661,BPM102338,2025-03-24,Financial,Refund Request,WhatsApp,Resolved,3.0
INT766389,BPM102338,2025-05-19,Account,Password Reset,Email,Escalated,20.0
INT801418,BPM102338,2025-03-09,Account,Account Update,WhatsApp,Resolved,1.0
INT543288,BPM102339,2025-03-27,Technical,Soundbox Issues,Email,Customer Dropout,
INT372133,BPM102339,2025-04-06,Financial,Settlement Delay,WhatsApp,Resolved,1.0
INT675226,BPM102341,2025-05-12,Product,New Product Inquiry,Field Agent,Resolved,3.0
INT763056,BPM102342,2025-04-05,Financial,Loan Inquiry,Field Agent,Pending,8.0
INT794772,BPM102342,2025-05-08,Financial,Settlement Delay,Phone,Resolved,5.0
INT217562,BPM102343,2025-05-16,Account,KYC Verification,Email,Resolved,4.0
INT492086,BPM102343,2025-04-09,Financial,Transaction Dispute,Email,Resolved,4.0
INT966501,BPM102346,2025-04-17,Financial,Settlement Delay,In-App,Resolved,2.0
INT388061,BPM102346,2025-04-01,Account,Account Update,Email,Pending,9.0
INT350821,BPM102347,2025-04-12,Financial,Refund Request,Field Agent,Pending,6.0
INT277595,BPM102347,2025-02-18,Product,Pricing Query,Field Agent,Resolved,3.0
INT197583,BPM102349,2025-03-02,Account,Bank Account Change,WhatsApp,Resolved,3.0
INT295124,BPM102349,2025-03-27,Account,Bank Account Change,Email,Resolved,4.0
INT757899,BPM102350,2025-04-29,Technical,Payment Failed,WhatsApp,Resolved,4.0
INT685642,BPM102351,2025-04-05,Account,Password Reset,Email,Pending,6.0
INT294181,BPM102351,2025-04-23,Product,Pricing Query,WhatsApp,Resolved,4.0
INT662520,BPM102351,2025-05-19,Account,Bank Account Change,In-App,Resolved,1.0
INT505025,BPM102352,2025-04-30,Technical,Payment Failed,WhatsApp,Escalated,14.0
INT312659,BPM102352,2025-02-19,Product,Device Replacement,Field Agent,Resolved,4.0
INT561390,BPM102352,2025-03-27,Technical,QR Code Not Working,In-App,Resolved,0.0
INT491382,BPM102353,2025-04-10,Product,New Product Inquiry,Field Agent,Pending,9.0
INT177506,BPM102354,2025-03-22,Product,New Product Inquiry,Field Agent,Pending,3.0
INT313569,BPM102354,2025-03-21,Financial,Transaction Dispute,WhatsApp,Pending,15.0
INT860489,BPM102354,2025-05-05,Financial,Loan Inquiry,In-App,Pending,10.0
INT862483,BPM102354,2025-04-14,Financial,Transaction Dispute,Field Agent,Pending,12.0
INT733980,BPM102355,2025-04-23,Technical,Soundbox Issues,Email,Pending,14.0
INT929587,BPM102357,2025-03-26,Financial,Refund Request,Email,Resolved,2.0
INT156867,BPM102357,2025-05-05,Product,Pricing Query,Phone,Resolved,0.0
INT738763,BPM102357,2025-04-14,Account,Account Update,WhatsApp,Resolved,2.0
INT225578,BPM102359,2025-02-26,Financial,Settlement Delay,Email,Pending,10.0
INT789199,BPM102359,2025-03-24,Technical,Payment Failed,WhatsApp,Pending,4.0
INT522801,BPM102359,2025-05-18,Technical,App Crash,Field Agent,Escalated,12.0
INT415530,BPM102360,2025-04-10,Product,Feature Request,In-App,Resolved,2.0
INT495327,BPM102361,2025-04-09,Product,New Product Inquiry,In-App,Resolved,2.0
INT138303,BPM102368,2025-03-25,Financial,Settlement Delay,Email,Pending,14.0
INT127442,BPM102368,2025-04-20,Account,KYC Verification,Phone,Pending,9.0
INT917365,BPM102372,2025-05-03,Product,Device Replacement,WhatsApp,Pending,12.0
INT652059,BPM102373,2025-03-11,Technical,App Crash,Email,Pending,11.0
INT431216,BPM102375,2025-04-23,Account,KYC Verification,Email,Resolved,3.0
INT204338,BPM102377,2025-04-18,Financial,Settlement Delay,Email,Resolved,4.0
INT261563,BPM102377,2025-03-26,Financial,Transaction Dispute,Phone,Resolved,0.0
INT280759,BPM102377,2025-03-19,Product,Feature Request,WhatsApp,Pending,12.0
INT754211,BPM102378,2025-03-05,Product,Feature Request,Field Agent,Resolved,4.0
INT609483,BPM102378,2025-04-14,Account,Account Update,WhatsApp,Escalated,13.0
INT379229,BPM102379,2025-03-03,Product,Pricing Query,WhatsApp,Resolved,4.0
INT555004,BPM102380,2025-03-31,Technical,Payment Failed,In-App,Pending,4.0
INT987530,BPM102381,2025-04-07,Product,Device Replacement,Field Agent,Resolved,1.0
INT350440,BPM102381,2025-04-16,Account,Account Update,Field Agent,Resolved,4.0
INT709359,BPM102382,2025-02-22,Financial,Transaction Dispute,Email,Resolved,1.0
INT382730,BPM102382,2025-05-07,Account,Bank Account Change,Field Agent,Resolved,4.0
INT608489,BPM102383,2025-05-13,Technical,Login Issues,Field Agent,Pending,3.0
INT477387,BPM102384,2025-04-01,Account,Account Update,WhatsApp,Pending,8.0
INT816375,BPM102384,2025-03-08,Technical,Login Issues,Email,Resolved,0.0
INT765499,BPM102385,2025-04-23,Financial,Transaction Dispute,Phone,Resolved,1.0
INT163746,BPM102387,2025-04-23,Financial,Refund Request,Field Agent,Resolved,5.0
INT618425,BPM102387,2025-02-20,Technical,App Crash,Phone,Resolved,5.0
INT920843,BPM102388,2025-05-01,Product,Pricing Query,Field Agent,Resolved,0.0
INT168883,BPM102388,2025-04-04,Product,Feature Request,Field Agent,Escalated,9.0
INT991913,BPM102391,2025-05-17,Product,New Product Inquiry,In-App,Resolved,2.0
INT519192,BPM102391,2025-05-13,Account,Bank Account Change,In-App,Escalated,20.0
